RedFighter,BlueFighter,RedOdds,BlueOdds,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,source
Song Kenan,Muslim Salikhov,-150.0,-230.0,2024-11-23,"Macau, China",China,Blue,False,Welterweight,MALE,3,0,1,0,3.38,0.49,0.0,1.08,0.32,5,4,26,0,0,2,2,3,0,0,7,Orthodox,180.34,177.8,170,0,1,0,4.49,0.46,0.0,0.42,0.3,2,4,23,0,0,0,3,3,0,0,6,Orthodox,182.88,180.34,170,34,40,0,0,3,1,0,3,0,0,0,-2.54,-2.54,6,-1.11,0.0,0.66,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,KO/TKO,Kick,1.0,3:49,229.0,historical
Wang Cong,Gabriella Fernandes,-950.0,750.0,2024-11-23,"Macau, China",China,Blue,False,Women's Flyweight,FEMALE,3,0,1,0,3.46,0.46,0.3,0.56,0.18,1,2,9,0,0,1,0,0,0,0,1,Southpaw,167.64,167.64,125,0,2,0,5.81,0.46,2.3,1.16,0.5,2,0,2,0,0,0,0,1,1,0,2,Southpaw,167.64,167.64,125,32,31,0,-1,-1,-1,2,7,0,-1,-1,0.0,0.0,-1,-2.35,-2.0,-0.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,SUB,Rear Naked Choke,2.0,3:49,529.0,historical
Volkan Oezdemir,Carlos Ulberg,215.0,-265.0,2024-11-23,"Macau, China",China,Blue,False,Light Heavyweight,MALE,3,0,6,0,7.2,0.56,0.2,0.72,0.75,6,1,13,0,0,0,1,5,1,0,7,Orthodox,193.04,195.58,205,0,2,0,4.95,0.48,0.1,0.5,0.29,3,6,31,1,0,2,1,4,1,0,8,Orthodox,187.96,190.5,205,35,34,0,4,3,-1,-5,-18,-1,1,0,5.08,5.08,-1,2.25,0.1,0.22,10.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Red,U-DEC,No Finish,3.0,5:00,900.0,historical
Zhang Mingyang,Ozzy Diaz,-225.0,210.0,2024-11-23,"Macau, China",China,Red,False,Light Heavyweight,MALE,3,1,0,0,2.21,0.43,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,193.04,200.66,205,0,2,0,8.57,0.55,0.0,0.0,0.0,2,0,2,0,0,0,0,2,0,0,2,Orthodox,187.96,190.5,205,26,34,1,-2,-2,-2,1,0,0,-2,0,5.08,10.16,8,-6.36,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,KO/TKO,Elbow,1.0,2:25,145.0,historical
Baergeng Jieleyisi,SuYoung You,190.0,-230.0,2024-11-23,"Macau, China",China,Blue,False,Bantamweight,MALE,3,0,2,0,2.11,0.42,0.3,4.67,0.58,2,0,6,0,0,1,1,0,0,0,2,Orthodox,167.64,165.1,135,0,2,0,1.75,0.38,0.3,1.65,0.75,2,1,8,0,0,0,1,0,1,0,2,Orthodox,175.26,177.8,135,28,28,0,0,0,0,-1,-2,0,0,-1,-7.62,-12.7,0,0.36,0.0,3.02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Kiru Sahota,DongHun Choi,102.0,-122.0,2024-11-23,"Macau, China",China,Blue,False,Flyweight,MALE,3,0,2,0,4.54,0.66,0.0,0.46,0.14,2,0,6,0,0,2,0,0,0,0,2,Switch,165.1,167.64,125,0,2,0,4.05,0.52,0.5,0.92,0.33,2,0,6,0,0,1,1,0,0,0,2,Orthodox,177.8,185.42,125,29,25,0,0,0,0,0,0,0,0,0,-12.7,-17.78,-4,0.49,-0.5,-0.46,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,KO/TKO,Punch,1.0,2:36,156.0,historical
Shi Ming,Feng Xiaocan,380.0,-490.0,2024-11-23,"Macau, China",China,Red,False,Women's Strawweight,FEMALE,3,0,2,0,5.43,0.5,0.0,1.08,1.0,2,0,4,0,0,0,1,1,0,0,2,Southpaw,170.18,167.64,115,0,2,0,3.48,0.39,0.0,0.37,0.16,2,0,6,0,0,1,1,0,0,0,2,Orthodox,157.48,152.4,115,30,22,0,0,0,0,0,-2,0,1,0,12.7,15.24,-8,1.95,0.0,0.71,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,KO/TKO,Kick,3.0,0:46,646.0,historical
Nyamjargal Tumendemberel,Carlos Hernandez,102.0,-122.0,2024-11-23,"Macau, China",China,Blue,False,Flyweight,MALE,3,2,0,0,3.9,0.45,0.2,1.6,0.21,2,3,15,0,0,2,1,0,0,0,3,Orthodox,172.72,170.18,125,0,2,0,3.13,0.38,2.4,2.42,0.31,2,0,4,0,0,1,0,0,1,0,2,Orthodox,170.18,180.34,125,26,31,2,-2,0,1,3,11,0,0,-1,2.54,-10.16,5,0.77,-2.2,-0.82,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,S-DEC,No Finish,3.0,5:00,900.0,historical
Lone'er Kavanagh,Jose Ochoa,-310.0,250.0,2024-11-23,"Macau, China",China,Red,False,Flyweight,MALE,3,0,0,0,3.33,0.31,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,170.18,170.18,125,0,1,0,3.62,0.43,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,162.56,170.18,125,25,23,0,-1,-1,-1,0,-1,0,-1,0,7.62,0.0,-2,-0.29,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Xiao Long,Quang Le,-144.0,136.0,2024-11-23,"Macau, China",China,Red,False,Bantamweight,MALE,3,1,0,0,3.02,0.35,0.0,1.7,0.23,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,177.8,135,1,0,0,5.4,0.5,0.0,0.84,0.25,2,2,12,0,1,1,0,0,0,0,2,Orthodox,172.72,177.8,135,26,33,0,0,-2,-2,-1,-9,0,0,0,-5.08,0.0,7,-2.38,0.0,0.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,KO/TKO,Punch,3.0,1:28,688.0,historical
Maheshate,Nikolas Motta,-245.0,200.0,2024-11-23,"Macau, China",China,Blue,False,Lightweight,MALE,3,0,1,0,3.64,0.37,0.0,0.0,0.0,1,2,11,0,0,0,1,2,0,0,3,Orthodox,175.26,177.8,155,0,1,0,3.86,0.29,0.0,0.0,0.0,2,2,12,0,0,1,1,1,0,0,3,Orthodox,182.88,180.34,155,24,31,0,0,-1,0,0,-1,0,1,0,-7.62,-2.54,7,-0.22,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Jon Jones,Stipe Miocic,-550.0,410.0,2024-11-16,"New York City, New York, USA",USA,Red,True,Heavyweight,MALE,5,1,0,0,4.67,0.52,0.0,1.74,0.34,6,4,46,8,0,0,5,9,0,0,14,Orthodox,193.04,203.2,240,0,18,0,4.38,0.58,0.5,1.89,0.45,18,1,74,16,0,1,9,5,6,0,21,Orthodox,193.04,213.36,248,37,42,1,-18,-12,-7,3,-28,-8,4,-6,0.0,-10.16,5,0.29,-0.5,-0.15,8.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Red,KO/TKO,Spinning Back Kick,3.0,4:29,869.0,historical
Charles Oliveira,Michael Chandler,-265.0,215.0,2024-11-16,"New York City, New York, USA",USA,Red,False,Lightweight,MALE,3,1,0,0,4.49,0.5,0.6,1.59,0.37,3,3,14,1,0,0,0,3,1,0,4,Orthodox,172.72,180.34,155,1,0,0,3.4,0.55,2.7,2.25,0.4,11,10,63,3,0,0,2,4,16,0,22,Orthodox,177.8,187.96,155,35,38,0,0,-8,-18,-7,-49,-2,-1,-15,-5.08,-7.62,3,1.09,-2.1,-0.66,7.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,-1.0,-1.0,-1.0,Red,U-DEC,No Finish,5.0,5:00,1500.0,historical
Bo Nickal,Paul Craig,-1350.0,800.0,2024-11-16,"New York City, New York, USA",USA,Red,False,Middleweight,MALE,3,2,0,1,2.52,0.44,1.4,1.52,0.2,4,8,34,0,0,0,0,3,6,0,9,Orthodox,190.5,193.04,185,0,5,0,2.65,0.63,3.6,3.61,0.5,5,0,6,0,0,0,0,1,4,0,5,Southpaw,185.42,193.04,185,28,36,2,-5,-1,4,8,28,0,2,2,5.08,0.0,8,-0.13,-2.2,-2.09,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Viviane Araujo,Karine Silva,235.0,-290.0,2024-11-16,"New York City, New York, USA",USA,Red,False,Women's Flyweight,FEMALE,3,0,5,0,3.04,0.38,1.9,2.79,0.5,5,0,8,0,0,0,1,0,4,0,5,Orthodox,165.1,170.18,125,1,0,0,4.04,0.47,0.7,1.86,0.43,2,5,35,0,0,0,5,1,0,0,6,Orthodox,162.56,172.72,125,37,30,-1,5,3,-1,-5,-27,0,-1,4,2.54,-2.54,-7,-1.0,1.2,0.93,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Blue,U-DEC,No Finish,3.0,5:00,900.0,historical
Mauricio Ruffy,James Llontop,-1000.0,650.0,2024-11-16,"New York City, New York, USA",USA,Red,False,Catch Weight,MALE,3,2,0,0,5.57,0.41,0.0,0.0,0.0,1,2,7,0,0,0,1,0,0,0,1,Orthodox,182.88,185.42,155,0,2,0,4.7,0.59,0.0,0.0,0.0,2,0,4,0,0,0,0,2,0,0,2,Orthodox,180.34,190.5,155,28,25,2,-2,-1,-1,2,3,0,-2,0,2.54,-5.08,-3,0.87,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Jonathan Martinez,Marcus McGhee,-105.0,-115.0,2024-11-16,"New York City, New York, USA",USA,Blue,False,Bantamweight,MALE,3,0,3,0,6.06,0.48,0.5,0.46,0.33,3,0,5,0,0,0,0,2,1,0,3,Orthodox,172.72,175.26,135,1,0,0,4.44,0.49,0.1,0.38,0.35,6,4,39,0,0,0,6,4,0,0,10,Southpaw,172.72,177.8,135,30,34,-1,3,-3,-7,-4,-34,0,-2,1,0.0,-2.54,4,1.62,0.4,0.08,-1.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Red,U-DEC,No Finish,3.0,5:00,900.0,historical
Jim Miller,Damon Jackson,195.0,-238.0,2024-11-16,"New York City, New York, USA",USA,Red,False,Lightweight,MALE,3,1,0,1,2.96,0.42,1.2,2.3,0.32,4,5,30,0,0,1,2,1,2,0,6,Switch,180.34,180.34,155,1,0,0,2.99,0.42,1.7,1.52,0.44,7,17,99,0,0,2,6,6,12,0,26,Southpaw,172.72,180.34,155,41,36,0,0,-3,-20,-12,-69,0,-5,-10,7.62,0.0,-5,-0.03,-0.5,0.78,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,SUB,Guillotine Choke,1.0,2:44,164.0,historical
David Onama,Roberto Romero,-1450.0,850.0,2024-11-16,"New York City, New York, USA",USA,Red,False,Lightweight,MALE,3,0,0,0,4.93,0.47,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,155,0,2,0,5.6,0.5,0.6,0.73,0.2,2,2,14,0,0,0,1,2,1,0,4,Orthodox,180.34,187.96,145,30,24,0,-2,-2,-4,-2,-14,0,-2,-1,-7.62,-10.16,-6,-0.67,-0.6,-0.73,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Marcin Tybura,Jhonata Diniz,-105.0,-115.0,2024-11-16,"New York City, New York, USA",USA,Red,False,Heavyweight,MALE,3,0,3,0,3.36,0.53,0.0,0.0,0.0,3,0,6,0,0,0,1,2,0,0,3,Orthodox,193.04,200.66,254,1,0,0,3.57,0.49,0.1,1.42,0.33,5,8,49,0,1,0,6,4,1,0,12,Orthodox,190.5,198.12,249,39,33,-1,3,-2,-9,-8,-43,0,-2,-1,2.54,2.54,-6,-0.21,-0.1,-1.42,-1.0,9.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Red,KO/TKO,No Finish,2.0,5:00,600.0,historical
Mickey Gall,Ramiz Brahimaj,-170.0,142.0,2024-11-16,"New York City, New York, USA",USA,Blue,False,Welterweight,MALE,3,1,0,0,2.26,0.44,1.5,1.51,0.35,1,3,11,0,0,0,0,0,2,0,2,Orthodox,177.8,182.88,170,3,0,0,3.5,0.49,1.6,1.15,0.32,3,6,24,0,0,0,1,0,5,0,6,Switch,187.96,187.96,170,32,31,-2,0,-2,-4,-3,-13,0,0,-3,-10.16,-5.08,-1,-1.24,-0.1,0.36,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,KO/TKO,Punch,1.0,2:55,175.0,historical
Bassil Hafez,Oban Elliott,250.0,-310.0,2024-11-16,"New York City, New York, USA",USA,Blue,False,Welterweight,MALE,3,0,3,0,4.26,0.49,0.0,2.16,0.5,3,0,9,0,1,0,2,0,0,0,3,Orthodox,182.88,182.88,170,0,1,0,3.71,0.38,0.0,2.21,0.24,1,1,6,0,0,0,1,0,0,0,1,Orthodox,180.34,182.88,170,32,26,0,2,2,2,-1,3,0,0,0,2.54,0.0,-6,0.55,0.0,-0.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,KO/TKO,Punch,3.0,0:40,640.0,historical
Veronica Hardy,Eduarda Moura,-150.0,130.0,2024-11-16,"New York City, New York, USA",USA,Blue,False,Women's Flyweight,FEMALE,3,1,0,0,2.6,0.49,0.4,4.37,0.35,2,1,6,0,0,0,0,1,1,0,2,Orthodox,167.64,167.64,125,0,3,0,3.12,0.45,0.3,0.93,0.41,3,4,21,0,0,1,2,0,1,0,4,Southpaw,162.56,162.56,125,29,30,1,-3,-1,-2,-3,-15,0,1,0,5.08,5.08,1,-0.52,0.1,3.44,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Neil Magny,Carlos Prates,550.0,-800.0,2024-11-09,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,5,0,4,0,4.39,0.57,0.0,0.44,1.0,4,0,7,0,0,0,0,4,0,0,4,Switch,185.42,198.12,170,1,0,0,3.43,0.46,0.2,2.12,0.38,7,11,88,0,0,4,10,6,2,0,22,Orthodox,190.5,203.2,170,37,31,-1,4,-3,-18,-11,-81,0,-2,-2,-5.08,-5.08,-6,0.96,-0.2,-1.68,-1.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Red,KO/TKO,Punch,1.0,4:50,290.0,historical
Gerald Meerschaert,Reinier de Ridder,250.0,-310.0,2024-11-09,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,0,0,0,3.24,0.57,1.3,6.39,0.38,0,0,0,0,0,0,0,0,0,0,0,Southpaw,193.04,198.12,185,0,2,0,3.1,0.45,1.5,2.01,0.35,3,9,43,0,0,0,0,1,11,0,12,Southpaw,185.42,195.58,185,36,34,0,-2,-3,-12,-9,-43,0,-1,-11,7.62,2.54,-2,0.14,-0.2,4.38,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,SUB,Arm Triangle,3.0,1:44,704.0,historical
Gaston Bolanos,Cortavious Romious,205.0,-250.0,2024-11-09,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,0,1,0,2.1,0.37,1.0,1.97,0.66,1,1,4,0,0,0,1,0,0,0,1,Southpaw,162.56,172.72,135,1,0,0,3.74,0.5,0.0,0.78,1.0,1,1,5,0,0,0,1,0,0,0,1,Orthodox,170.18,175.26,135,32,30,-1,1,0,0,0,-1,0,0,0,-7.62,-2.54,-2,-1.64,1.0,1.19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Luana Pinheiro,Gillian Robertson,360.0,-470.0,2024-11-09,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,0,2,0,2.89,0.48,1.0,2.68,0.39,2,6,37,0,0,0,2,2,7,0,11,Orthodox,165.1,160.02,115,2,0,0,3.42,0.4,0.2,1.8,0.33,4,2,13,0,0,1,1,1,0,0,4,Orthodox,157.48,157.48,115,31,29,-2,2,-2,7,4,24,0,1,7,7.62,2.54,-2,-0.53,0.8,0.88,14.0,13.0,-1.0,-1.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Red,U-DEC,No Finish,3.0,5:00,900.0,historical
Mansur Abdul-Malik,Dusko Todorovic,-485.0,370.0,2024-11-09,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,3,1,0,0,5.35,0.57,0.0,0.92,0.12,2,4,14,0,0,0,1,3,0,0,4,Orthodox,185.42,187.96,185,0,1,0,6.61,0.54,0.0,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,187.96,200.66,185,27,30,1,-1,1,3,4,12,0,2,0,-2.54,-12.7,3,-1.26,0.0,0.92,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,KO/TKO,Punches,1.0,2:44,164.0,historical
Karolina Kowalkiewicz,Denise Gomes,-150.0,130.0,2024-11-09,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,0,1,0,4.55,0.5,0.9,0.72,0.25,2,2,15,0,0,1,1,2,0,0,4,Orthodox,157.48,160.02,115,1,0,0,5.54,0.43,0.2,0.31,0.22,4,8,46,1,0,2,6,0,1,0,9,Orthodox,160.02,162.56,115,39,24,-1,1,-2,-5,-6,-31,-1,2,-1,-2.54,-2.54,-15,-0.99,0.7,0.41,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Elizeu Zaleski dos Santos,Zachary Scroggin,-150.0,130.0,2024-11-09,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,0,0,0,2.4,0.37,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,187.96,170,1,0,1,4.33,0.41,0.5,0.7,0.2,7,4,40,0,0,2,4,3,1,0,10,Orthodox,180.34,185.42,170,37,28,-1,0,-7,-10,-4,-40,0,-3,-1,10.16,2.54,-9,-1.93,-0.5,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,KO/TKO,Punches,1.0,1:15,75.0,historical
Matthew Semelsberger,Charles Radtke,-150.0,130.0,2024-11-09,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,3,1,0,0,3.38,0.53,0.0,0.59,0.12,2,1,5,0,0,0,1,1,0,0,2,Orthodox,175.26,182.88,170,3,0,0,3.77,0.42,0.4,1.01,0.57,2,5,26,0,0,0,3,2,0,0,5,Switch,185.42,190.5,170,31,34,-2,0,0,-3,-4,-21,0,-1,0,-10.16,-7.62,3,-0.39,-0.4,-0.42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,KO/TKO,Punches,1.0,0:51,51.0,historical
